customer,long,lat,product,mass,sale,duration,start,end
216,142229,-3699194,IQF,12,0,300,29015,61200
217,142229,-3699194,IQF,206,0,300,29016,61200
218,146389,-3697407,IQF,10,0,300,29017,61200
219,136620,-3688442,IQF,12,0,300,29018,61200
220,136620,-3688442,IQF,144,0,300,29019,61200
221,130879,-3687327,IQF,24,0,300,29020,61200
222,149461,-3705272,IQF,152,0,300,29021,61200
223,145994,-3702637,IQF,12,0,300,29022,61200
224,145994,-3702637,IQF,316,0,300,29023,61200
225,141185,-3692355,IQF,10,0,300,29024,61200
226,150749,-3706465,IQF,10,0,300,29025,61200
227,146677,-3704908,IQF,72,0,300,29026,61200
228,146677,-3704908,IQF,296,0,300,29027,61200
229,129993,-3684924,IQF,388,0,300,29028,61200
230,147827,-3699312,IQF,12,0,300,29029,61200
231,147827,-3699312,IQF,82,0,300,29030,61200
232,144221.60762,-3709064.68785,IQF,96,0,300,29031,61200
233,142229,-3699194,IQF,150,0,300,29032,61200
234,146389,-3697407,IQF,28,0,300,29033,61200
235,136620,-3688442,IQF,42,0,300,29034,61200
236,130879,-3687327,IQF,40,0,300,29035,61200
237,148390,-3689740,IQF,33,0,300,29036,61200
238,145994,-3702637,IQF,126,0,300,29037,61200
239,150749,-3706465,IQF,32,0,300,29038,61200
240,146677,-3704908,IQF,113,0,300,29039,61200
241,129993,-3684924,IQF,125,0,300,29040,61200
242,147827,-3699312,IQF,8,0,300,29041,61200
243,142208,-3708136,IQF,240,0,300,29042,61200
244,131204,-3683790,IQF,480,0,300,29043,61200
