truck_15_1,475,172,1044,119,9,551,374,352,565,281,214,239,385,311,124,190,74,234,145,214,243,227,778
truck_6_1,738,204,204,120,112,100,335,470,189,213,485,185,301,558,301,684,212,9,107,1054,488
truck_12_1,660,196,100,342,188,31,348,185,277,227,323,558,301,684,212,9,107,1054,488
