truck_15_1_0,8398.83,2247.96,21289.26,1859.95,276.03,5981.19,7314.80,7075.33,21133.24
truck_15_1,16536.80,3116.30,6002.07,5328.10,15349.74
truck_15_1_1,16739.07,2786.90,1558.29,6761.37,7814.92,1797.45,3384.97,222.14,2654.72,4479.56,5855.27,3179.54,7283.98,16713.20
