truck_15_1,8398.83,2247.96,21289.26,2020.26,6096.91,7314.80,7075.33,9515.15,5779.43,3342.30,3762.26,5602.34,4545.93,2305.90,3485.80,1169.51,4091.77,2338.81,4007.34,3874.20,3113.05,15349.74
truck_6_1,15114.48,2859.04,3545.12,1584.80,2786.90,1558.29,6761.37,9278.81,3346.08,2654.72,6980.06,3314.52,6002.07,8971.38,6410.32,9993.44,3072.70,1884.80,21668.84,8501.15
truck_12_1,16536.80,3651.29,1558.29,5470.18,3384.97,222.14,5838.55,3314.52,4417.04,3113.05,5821.36,8971.38,6410.32,9993.44,3072.70,1884.80,21668.84,8501.15
