truck_12_1,16624.38,4398.70,6002.07,5328.10,15349.74
truck_12_1_0,8398.83,2247.96,21289.26,2020.26,6096.91,7314.80,7075.33,21133.24
truck_12_1_1,18365.66,1558.29,6761.37,7814.92,1797.45,3384.97,222.14,2654.72,4479.56,5855.27,3179.54,4110.98,1584.80,16170.26
