vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_12_1,-154583.22,88,73830.68,4087.00,29700.00
truck_12_1_0,-154583.22,48,47845.52,2391.00,17700.00
truck_12_1_1,-154583.22,75,77939.94,3922.00,25800.00
