truck_12_1,20421.73,6410.32,9993.44,3072.70,1884.80,21543.05,2003.49,8501.15
truck_12_1_0,15114.48,5821.36,5779.43,4417.04,16713.20
truck_12_1_1,18365.66,1558.29,6761.37,7814.92,1797.45,3384.97,222.14,2654.72,4479.56,5855.27,3179.54,4110.98,1584.80,16170.26
