truck_15_1,16739.07,2786.90,1558.29,6761.37,7814.92,1797.45,3384.97,222.14,2654.72,4479.56,5855.27,3179.54,3314.52,6002.07,20658.94
truck_6_1,16536.80,3864.83,7283.98,3113.05,15349.74
truck_12_1,8398.83,2247.96,21289.26,2020.26,6096.91,7314.80,7075.33,21133.24
