vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_15_1,-147084.19,84,126726.88,7320.00,26400.00
truck_6_1,-147084.19,64,126288.91,7069.00,19800.00
truck_12_1,-147084.19,86,113830.82,6290.00,27000.00
