vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_12_1,-310403.91,49,47702.99,2506.00,17700.00
truck_12_1_0,-310403.91,90,75576.58,4175.00,29700.00
truck_12_1_1,-310403.91,75,77939.94,3922.00,25800.00
