vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_6_1,-274123.84,90,81449.05,4157.00,30000.00
truck_3_1,-274123.84,15,160805.02,11920.00,4500.00
truck_6_1_0,-274123.84,54,193959.11,7771.00,16200.00
