vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_15_1_0,-415942.74,58,194084.72,8031.00,17400.00
truck_15_1,-415942.74,94,71048.01,3306.00,28800.00
truck_15_1_1,-415942.74,15,160805.02,11920.00,4500.00
