truck_12_1,14480.20,6357.85,9724.60,328.14,4609.06,1543.20,1656.47,7923.72,14164.32
truck_3_1_0,26569.60,2735.54,4032.57,6950.29,25428.76
truck_3_1,26883.78,65817.87,12338.43,55859.93,59749.17,54439.01,67188.18
