truck_6_1,20448.87,9280.98,1543.20,5602.34,4545.93,2735.54,4032.57,6950.29,12145.02,14164.32
truck_3_1,39177.83,54439.01,67188.18
truck_6_1_0,14480.20,14650.58,69478.78,12338.43,52322.79,2506.07,328.14,4525.10,1585.85,466.85,21276.34
