truck_12_1,14532.67,9098.97,4615.30,7591.07,328.14,4525.10,1585.85,466.85,21276.34
truck_3_1_0,14480.20,6357.85,15882.87,69478.78,12338.43,50354.97,2508.89,4545.93,6865.16,6950.29,25428.76
truck_3_1,39177.83,54439.01,67188.18
