vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_12_1,-559069.61,101,64020.28,3008.00,30900.00
truck_3_1_0,-559069.61,51,215192.12,8813.00,15300.00
truck_3_1,-559069.61,15,160805.02,11920.00,4500.00
