truck_15_1_0,14480.20,6357.85,9669.89,678.27,2508.89,65817.87,12338.43,55859.93,26373.39
truck_15_1,14532.67,11249.56,7814.92,4964.30,2673.96,6483.56,1585.85,466.85,21276.34
truck_15_1_1,39177.83,54439.01,67188.18
