truck_6_1,26681.10,16050.57,8952.11,903.78,1543.20,4379.90,678.27,51626.36,52322.79,4545.93,2735.54,4032.57,7299.29,58804.54,54439.01,67188.18
truck_3_1_0,14532.67,11249.56,7481.36,4964.30,2673.96,4479.56,65817.87,63824.28,328.14,4525.10,1585.85,466.85,8762.59,155003.41,67188.18
truck_3_1_1,14532.67,11249.56,7814.92,4615.30,2673.96,6483.56,1656.47,903.78,4445.05,678.27,2508.89,53367.96,55275.55,155003.41,67188.18
truck_3_1,14532.67,11249.56,7814.92,4615.30,2673.96,4479.56,65817.87,63824.28,328.14,4525.10,1585.85,466.85,8762.59,6757.24,148635.35,67188.18
