vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_12_1,-759297.94,89,60787.56,3164.00,26700.00
truck_3_1_0,-759297.94,38,65716.74,2931.00,14100.00
truck_3_1,-759297.94,22,342276.38,18644.00,9900.00
