truck_6_1,1250,863,539,55,110,265,54,2060,1647,311,140,236,357,4088,5712,2642
truck_3_1_0,627,428,362,280,137,302,2043,1938,31,296,114,37,539,9946,2642
truck_3_1_1,627,428,376,265,137,416,114,55,236,54,163,1749,2192,9946,2642
truck_3_1,627,428,376,265,137,302,2043,1938,31,296,114,37,539,348,9631,2642
