truck_15_1,16536.80,10863.90,7814.92,4615.30,2673.96,4479.56,76411.63,11439.82,50896.17,4738.07,1585.85,466.85,8762.59,6757.24,47716.27,112498.88
truck_6_1,25061.48,7814.92,4615.30,2673.96,4479.56,76411.63,11439.82,50896.17,4738.07,1585.85,466.85,8762.59,8678.46,50448.09,112498.88
truck_3_1,25061.48,7814.92,4615.30,2673.96,4479.56,76411.63,11439.82,50896.17,4738.07,1585.85,55369.69,112498.88
truck_6_1_0,25061.48,7814.92,7405.56,903.78,1543.20,6620.34,4479.56,76411.63,11439.82,50896.17,9524.93,8678.46,50448.09,112498.88
