truck_15_1_0,14480.20,6357.85,79197.98,11439.82,50896.17,25321.23
truck_15_1,22910.89,7299.29,58804.54,112498.88
truck_15_1_1,16536.80,9342.62,2673.96,4479.56,5855.27,1585.85,466.85,21276.34
