vehId, score, numOfAct, totDist, totTravelTime, totActTime
truck_15_1,-160311.43,68,368257.81,15762.00,20700.00
truck_6_1,-160311.43,72,370571.64,15379.00,21600.00
truck_3_1,-160311.43,39,357585.34,14621.00,11700.00
truck_6_1_0,-160311.43,71,373726.83,15705.00,21300.00
