truck_6_1,25061.48,7814.92,4615.30,2673.96,4479.56,5855.27,23183.53
truck_12_1,14480.20,6357.85,79197.98,11439.82,50896.17,25321.23
truck_12_1_0,39177.83,112498.88
truck_3_1,16536.80,5603.85,466.85,21276.34
