truck_15_1,16536.80,8351.62,4615.30,2673.96,4479.56,6653.56,466.85,54652.12,112498.88
truck_12_1,14480.20,6357.85,79197.98,11439.82,50896.17,25321.23
truck_3_1_0,20967.30,903.78,1543.20,5602.34,27152.75
truck_3_1,25061.48,58804.54,112498.88
