truck_15_1,660,499,376,265,137,302,2383,346,369,1545,260,114,37,539,348,4030,3552
truck_6_1,951,376,265,137,302,2383,346,369,1545,260,114,37,539,406,3797,3552
truck_3_1,951,376,265,137,302,2383,346,369,1545,260,114,4021,3552
truck_6_1_0,951,376,449,55,110,433,302,2383,346,369,1545,631,406,3797,3552
